gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
1078845431,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28620-472016-27657,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,Triturus cristatus,,SPECIES,Triturus cristatus (Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078845429,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25878-469274-24915,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,Triturus cristatus,,SPECIES,Triturus cristatus (Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078845428,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28619-472015-27656,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,Triturus cristatus,,SPECIES,Triturus cristatus (Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078845427,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22952-466348-21989,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,Ichthyosaura alpestris,,SPECIES,Triturus alpestris (Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078845426,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28617-472013-27654,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,Ichthyosaura alpestris,,SPECIES,Triturus alpestris (Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078845425,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28906-472302-27943,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,Triturus cristatus,,SPECIES,Triturus cristatus (Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078842962,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22939-466335-21976,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,Taricha torosa,,SPECIES,Taricha torosa (Rathke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078842478,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/24321-467717-23358,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren lacertina,,SPECIES,Siren lacertina Ã–sterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078842458,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25897-469293-24934,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren lacertina,,SPECIES,Siren lacertina Ã–sterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078842434,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25899-469295-24936,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren lacertina,,SPECIES,Siren lacertina Ã–sterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078842431,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25898-469294-24935,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren lacertina,,SPECIES,Siren lacertina Ã–sterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841930,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27239-470635-26276,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,,SPECIES,Salamandra salamandra (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841914,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22996-466392-22033,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841909,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/23003-466399-22040,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,,SPECIES,Salamandra salamandra (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841908,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27800-471196-26837,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Salamandrella,Salamandrella keyserlingii,,SPECIES,Salamandrella keyserlingii Dybowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841906,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22938-466334-21975,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandrina,Salamandrina terdigitata,,SPECIES,Salamandrina terdigitata (Bonnaterre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841899,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27233-470629-26270,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841893,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/26937-470333-25974,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841891,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22937-466333-21974,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandrina,Salamandrina terdigitata,,SPECIES,Salamandrina terdigitata (Bonnaterre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841890,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28429-471825-27466,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841889,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22995-466391-22032,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841888,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27234-470630-26271,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841887,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27232-470628-26269,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841885,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28428-471824-27465,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841884,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22994-466390-22031,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841883,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/29001-472397-28038,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra atra,,SPECIES,Salamandra atra Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841882,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/23004-466400-22041,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,,SPECIES,Salamandra salamandra (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841880,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22978-466374-22015,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,,SPECIES,Salamandra salamandra (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841873,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22868-466264-21905,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,,SPECIES,Salamandra salamandra (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078841871,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22869-466265-21906,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,,SPECIES,Salamandra salamandra (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837762,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22433-465829-21470,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,Pseudotriton ruber,,SPECIES,Pseudotriton ruber (Sonnini de Manoncourt & Latreille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837743,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22432-465828-21469,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,Pseudotriton ruber,,SPECIES,Pseudotriton ruber (Sonnini de Manoncourt & Latreille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837727,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22431-465827-21468,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudoeurycea,Pseudoeurycea cephalica,,SPECIES,Pseudoeurycea cephalica (Cope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837698,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22439-465835-21476,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,Proteus anguinus,,SPECIES,Proteus anguinus Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837672,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27227-470623-26264,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,Proteus anguinus,,SPECIES,Proteus anguinus Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837669,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/26942-470338-25979,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,Proteus anguinus,,SPECIES,Proteus anguinus Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837667,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27228-470624-26265,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,Proteus anguinus,,SPECIES,Proteus anguinus Laurenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837236,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22976-466372-22013,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon glutinosus,,SPECIES,Plethodon glutinosus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837228,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22930-466326-21967,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,Pleurodeles waltl,,SPECIES,Pleurodeles waltl Michahelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837226,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28425-471821-27462,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,Pleurodeles waltl,,SPECIES,Pleurodeles waltl Michahelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078837210,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22427-465823-21464,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832911,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28422-471818-27459,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,,SPECIES,Notophthalmus viridescens (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832900,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22923-466319-21960,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,,SPECIES,Notophthalmus viridescens (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832876,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22925-466321-21962,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,,SPECIES,Notophthalmus viridescens (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832874,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22977-466373-22014,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,,SPECIES,Notophthalmus viridescens (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832868,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22926-466322-21963,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,,SPECIES,Notophthalmus viridescens (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832866,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/29000-472396-28037,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,,SPECIES,Notophthalmus viridescens (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832620,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28925-472321-27962,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832608,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27166-470562-26203,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832588,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27225-470621-26262,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832581,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27226-470622-26263,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078832579,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22437-465833-21474,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078825046,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27806-471202-26843,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Atylodes,Atylodes genei,,SPECIES,Hydromantes genei (Temminck & Schlegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078825043,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22425-465821-21462,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Atylodes,Atylodes genei,,SPECIES,Hydromantes genei (Temminck & Schlegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078820404,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22424-465820-21461,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea longicauda,,SPECIES,Eurycea longicauda (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078820372,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22421-465817-21458,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,,SPECIES,Eurycea bislineata (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078820357,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22451-465847-21488,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Euproctus,Euproctus platycephalus,,SPECIES,Euproctus platycephalus (Gravenhorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078820353,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22423-465819-21460,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea longicauda,,SPECIES,Eurycea longicauda (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078815820,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27229-470625-26266,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,Cynops pyrrhogaster,,SPECIES,Cynops pyrrhogaster (Boie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078815806,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22443-465839-21480,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,Cynops pyrrhogaster,,SPECIES,Cynops pyrrhogaster (Boie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078802781,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27812-471208-26849,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Chioglossa,Chioglossa lusitanica,,SPECIES,Chioglossa lusitanica Bocage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078802772,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27811-471207-26848,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Chioglossa,Chioglossa lusitanica,,SPECIES,Chioglossa lusitanica Bocage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078797816,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27165-470561-26202,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,,,GENUS,Bolitoglossa DumÃ©ril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078797805,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/26945-470341-25982,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa platydactyla,,SPECIES,Bolitoglossa platydactyla (Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078797780,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25207-468603-24244,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa mulleri,,SPECIES,Bolitoglossa mulleri (Brocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078797765,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25206-468602-24243,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa adspersa,,SPECIES,Bolitoglossa adspersa (Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078797764,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27803-471199-26840,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa salvinii,,SPECIES,Bolitoglossa salvinii (Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078797763,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/26954-470350-25991,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa rufescens,,SPECIES,Bolitoglossa rufescens (Cope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078796175,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/28998-472394-28035,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps attenuatus,,SPECIES,Batrachoseps attenuatus (Eschscholtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078794242,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/22562-465958-21599,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,Andrias japonicus,,SPECIES,Andrias japonicus (Temminck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078794240,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25205-468601-24242,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,Aneides lugubris,,SPECIES,Aneides lugubris (Hallowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078794063,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25181-468577-24218,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,,SPECIES,Ambystoma mexicanum (Shaw & Nodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793883,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/26582-469978-25619,Animalia,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,Amphiuma means,,SPECIES,Amphiuma means Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793873,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25190-468586-24227,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793870,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25184-468580-24221,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma talpoideum,,SPECIES,Ambystoma talpoideum (Holbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793865,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25193-468589-24230,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793864,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27796-471192-26833,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,,SPECIES,Ambystoma mexicanum (Shaw & Nodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793859,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25196-468592-24233,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,,SPECIES,Ambystoma mexicanum (Shaw & Nodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793856,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25198-468594-24235,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,,SPECIES,Ambystoma mexicanum (Shaw & Nodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793855,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/26869-470265-25906,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,,SPECIES,Ambystoma mexicanum (Shaw & Nodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793850,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/25191-468587-24228,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078793844,1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34,http://smns.diversityworkbench.de/collection_SMNS/27795-471191-26832,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
