taxonid,scientific_name,subspecies,rank,subpopulation,category
42641,Abditomys latidens,NA,NA,NA,DD
17879,Abeomelomys sevia,NA,NA,NA,LC
47760825,Abrawayaomys ruschii,NA,NA,NA,LC
42656,Abrocoma bennettii,NA,NA,NA,LC
18,Abrocoma boliviensis,NA,NA,NA,CR
136334,Abrocoma budini,NA,NA,NA,DD
42657,Abrocoma cinerea,NA,NA,NA,LC
136367,Abrocoma famatina,NA,NA,NA,DD
136525,Abrocoma shistacea,NA,NA,NA,LC
136302,Abrocoma uspallata,NA,NA,NA,DD
136546,Abrocoma vaccarum,NA,NA,NA,DD
4803,Abrothrix andinus,NA,NA,NA,LC
735,Abrothrix illutea,NA,NA,NA,LC
4804,Abrothrix jelskii,NA,NA,NA,LC
740,Abrothrix lanosus,NA,NA,NA,LC
743,Abrothrix longipilis,NA,NA,NA,LC
751,Abrothrix olivaceus,NA,NA,NA,LC
754,Abrothrix sanborni,NA,NA,NA,NT
137,Acerodon celebensis,NA,NA,NA,VU
138,Acerodon humilis,NA,NA,NA,EN
139,Acerodon jubatus,NA,NA,NA,EN
140,Acerodon leucotis,NA,NA,NA,VU
142,Acerodon mackloti,NA,NA,NA,VU
219,Acinonyx jubatus,NA,NA,NA,VU
221,Acinonyx jubatus ssp. hecki,hecki,ssp.,NA,CR
220,Acinonyx jubatus ssp. venaticus,venaticus,ssp.,NA,CR
44936,Acomys airensis,NA,NA,NA,LC
263,Acomys cahirinus,NA,NA,NA,LC
264,Acomys cilicicus,NA,NA,NA,DD
265,Acomys cineraceus,NA,NA,NA,LC
136471,Acomys dimidiatus,NA,NA,NA,LC
266,Acomys ignitus,NA,NA,NA,LC
44938,Acomys johannis,NA,NA,NA,LC
267,Acomys kempi,NA,NA,NA,LC
268,Acomys louisae,NA,NA,NA,LC
269,Acomys minous,NA,NA,NA,DD
270,Acomys mullah,NA,NA,NA,LC
271,Acomys nesiotes,NA,NA,NA,DD
272,Acomys percivali,NA,NA,NA,LC
273,Acomys russatus,NA,NA,NA,LC
44939,Acomys seurati,NA,NA,NA,LC
47805694,Acomys spinosissimus,NA,NA,NA,LC
275,Acomys subspinosus,NA,NA,NA,LC
276,Acomys wilsoni,NA,NA,NA,LC
278,Aconaemys fuscus,NA,NA,NA,LC
136331,Aconaemys porteri,NA,NA,NA,DD
279,Aconaemys sagei,NA,NA,NA,DD
40584,Acrobates pygmaeus,NA,NA,NA,LC
512,Addax nasomaculatus,NA,NA,NA,CR
15595,Aegialomys galapagoensis,NA,NA,NA,VU
15616,Aegialomys xanthaeolus,NA,NA,NA,LC
548,Aepeomys lugens,NA,NA,NA,LC
136484,Aepeomys reigi,NA,NA,NA,VU
550,Aepyceros melampus,NA,NA,NA,LC
136944,Aepyceros melampus ssp. melampus,melampus,ssp.,NA,LC
549,Aepyceros melampus ssp. petersi,petersi,ssp.,NA,VU
40558,Aepyprymnus rufescens,NA,NA,NA,LC
555,Aeretes melanopterus,NA,NA,NA,NT
556,Aeromys tephromelas,NA,NA,NA,DD
557,Aeromys thomasi,NA,NA,NA,LC
136541,Aethalops aequalis,NA,NA,NA,LC
565,Aethalops alecto,NA,NA,NA,LC
568,Aethomys bocagei,NA,NA,NA,LC
569,Aethomys chrysophilus,NA,NA,NA,LC
571,Aethomys hindei,NA,NA,NA,LC
44990,Aethomys ineptus,NA,NA,NA,LC
572,Aethomys kaiseri,NA,NA,NA,LC
574,Aethomys nyikae,NA,NA,NA,LC
567,Aethomys silindensis,NA,NA,NA,DD
575,Aethomys stannarius,NA,NA,NA,DD
576,Aethomys thomasi,NA,NA,NA,LC
712,Ailuropoda melanoleuca,NA,NA,NA,VU
136218,Ailurops melanotis,NA,NA,NA,CR
40637,Ailurops ursinus,NA,NA,NA,VU
714,Ailurus fulgens,NA,NA,NA,EN
723,Akodon aerosus,NA,NA,NA,LC
724,Akodon affinis,NA,NA,NA,LC
725,Akodon albiventer,NA,NA,NA,LC
726,Akodon azarae,NA,NA,NA,LC
728,Akodon boliviensis,NA,NA,NA,LC
729,Akodon budini,NA,NA,NA,LC
730,Akodon cursor,NA,NA,NA,LC
731,Akodon dayi,NA,NA,NA,LC
114957548,Akodon dolores,NA,NA,NA,LC
733,Akodon fumeus,NA,NA,NA,LC
736,Akodon iniscatus,NA,NA,NA,LC
737,Akodon juninensis,NA,NA,NA,LC
739,Akodon kofordi,NA,NA,NA,LC
742,Akodon lindberghi,NA,NA,NA,DD
753,Akodon lutescens,NA,NA,NA,LC
746,Akodon mimus,NA,NA,NA,LC
747,Akodon molinae,NA,NA,NA,LC
748,Akodon mollis,NA,NA,NA,LC
136197,Akodon montensis,NA,NA,NA,LC
136260,Akodon mystax,NA,NA,NA,DD
752,Akodon orophilus,NA,NA,NA,LC
136483,Akodon paranaensis,NA,NA,NA,LC
136676,Akodon pervalens,NA,NA,NA,DD
136753,Akodon philipmyersi,NA,NA,NA,DD
48300296,Akodon polopi,NA,NA,NA,LC
136693,Akodon reigi,NA,NA,NA,LC
755,Akodon sanctipaulensis,NA,NA,NA,DD
756,Akodon serrensis,NA,NA,NA,LC
757,Akodon siberiae,NA,NA,NA,NT
758,Akodon simulator,NA,NA,NA,LC
48302281,Akodon spegazzinii,NA,NA,NA,LC
760,Akodon subfuscus,NA,NA,NA,LC
761,Akodon surdus,NA,NA,NA,VU
762,Akodon sylvanus,NA,NA,NA,LC
763,Akodon toba,NA,NA,NA,LC
764,Akodon torques,NA,NA,NA,LC
766,Akodon varius,NA,NA,NA,DD
811,Alcelaphus buselaphus,NA,NA,NA,LC
813,Alcelaphus buselaphus ssp. buselaphus,buselaphus,ssp.,NA,EX
814,Alcelaphus buselaphus ssp. caama,caama,ssp.,NA,LC
815,Alcelaphus buselaphus ssp. cokii,cokii,ssp.,NA,LC
816,Alcelaphus buselaphus ssp. lelwel,lelwel,ssp.,NA,EN
812,Alcelaphus buselaphus ssp. lichtensteinii,lichtensteinii,ssp.,NA,LC
817,Alcelaphus buselaphus ssp. major,major,ssp.,NA,VU
809,Alcelaphus buselaphus ssp. swaynei,swaynei,ssp.,NA,EN
810,Alcelaphus buselaphus ssp. tora,tora,ssp.,NA,CR
56003281,Alces alces,NA,NA,NA,LC
843,Alionycteris paucidentata,NA,NA,NA,LC
851,Allactaga balikunica,NA,NA,NA,LC
852,Allactaga bullata,NA,NA,NA,LC
47783095,Allactaga elater,NA,NA,NA,LC
854,Allactaga euphratica,NA,NA,NA,NT
855,Allactaga firouzi,NA,NA,NA,DD
856,Allactaga hotsoni,NA,NA,NA,LC
857,Allactaga major,NA,NA,NA,LC
858,Allactaga severtzovi,NA,NA,NA,LC
859,Allactaga sibirica,NA,NA,NA,LC
850,Allactaga tetradactyla,NA,NA,NA,DD
860,Allactaga vinogradovi,NA,NA,NA,NT
136326,Allactaga williamsi,NA,NA,NA,LC
861,Allactodipus bobrinskii,NA,NA,NA,LC
865,Allenopithecus nigroviridis,NA,NA,NA,LC
868,Allocebus trichotis,NA,NA,NA,VU
4220,Allochrocebus lhoesti,NA,NA,NA,VU
4227,Allochrocebus preussi,NA,NA,NA,EN
4237,Allochrocebus preussi ssp. insularis,insularis,ssp.,NA,EN
4244,Allochrocebus preussi ssp. preussi,preussi,ssp.,NA,EN
4230,Allochrocebus solatus,NA,NA,NA,VU
42640,Allocricetulus curtatus,NA,NA,NA,LC
875,Allocricetulus eversmanni,NA,NA,NA,LC
136486,Alouatta arctoidea,NA,NA,NA,LC
39957,Alouatta belzebul,NA,NA,NA,VU
41545,Alouatta caraya,NA,NA,NA,LC
43912,Alouatta discolor,NA,NA,NA,VU
39916,Alouatta guariba,NA,NA,NA,LC
39918,Alouatta guariba ssp. clamitans,clamitans,ssp.,NA,LC
39917,Alouatta guariba ssp. guariba,guariba,ssp.,NA,CR
40642,Alouatta macconnelli,NA,NA,NA,LC
136332,Alouatta nigerrima,NA,NA,NA,LC
39960,Alouatta palliata,NA,NA,NA,LC
919,Alouatta palliata ssp. aequatorialis,aequatorialis,ssp.,NA,VU
43899,Alouatta palliata ssp. coibensis,coibensis,ssp.,NA,VU
925,Alouatta palliata ssp. mexicana,mexicana,ssp.,NA,CR
43928,Alouatta palliata ssp. palliata,palliata,ssp.,NA,LC
43900,Alouatta palliata ssp. trabeata,trabeata,ssp.,NA,CR
914,Alouatta pigra,NA,NA,NA,EN
41546,Alouatta sara,NA,NA,NA,LC
922,Alouatta seniculus ssp. juara,juara,ssp.,NA,LC
136787,Alouatta seniculus ssp. puruensis,puruensis,ssp.,NA,LC
70547436,Alouatta seniculus ssp. seniculus,seniculus,ssp.,NA,LC
918,Alouatta ululata,NA,NA,NA,EN
948,Alticola albicaudus,NA,NA,NA,DD
949,Alticola argentatus,NA,NA,NA,LC
950,Alticola barakshin,NA,NA,NA,LC
951,Alticola lemminus,NA,NA,NA,LC
952,Alticola macrotis,NA,NA,NA,LC
953,Alticola montosa,NA,NA,NA,VU
136648,Alticola olchonensis,NA,NA,NA,EN
954,Alticola roylei,NA,NA,NA,NT
955,Alticola semicanus,NA,NA,NA,LC
956,Alticola stoliczkanus,NA,NA,NA,LC
958,Alticola strelzowi,NA,NA,NA,LC
959,Alticola tuvinicus,NA,NA,NA,LC
62006,Amblysomus corriae,NA,NA,NA,NT
41316,Amblysomus hottentotus,NA,NA,NA,LC
62007,Amblysomus marleyi,NA,NA,NA,EN
62008,Amblysomus robustus,NA,NA,NA,VU
62009,Amblysomus septentrionalis,NA,NA,NA,NT
1137,Ametrida centurio,NA,NA,NA,LC
1140,Ammodillus imbellis,NA,NA,NA,DD
1141,Ammodorcas clarkei,NA,NA,NA,VU
42399,Ammospermophilus harrisii,NA,NA,NA,LC
42451,Ammospermophilus interpres,NA,NA,NA,LC
42452,Ammospermophilus leucurus,NA,NA,NA,LC
1149,Ammospermophilus nelsoni,NA,NA,NA,EN
1151,Ammotragus lervia,NA,NA,NA,VU
1154,Amorphochilus schnablii,NA,NA,NA,VU
136723,Amphinectomys savamis,NA,NA,NA,DD
39593,Anathana ellioti,NA,NA,NA,LC
1264,Andalgalomys olrogi,NA,NA,NA,LC
1265,Andalgalomys pearsoni,NA,NA,NA,LC
1271,Andinomys edax,NA,NA,NA,LC
1307,Anisomys imitator,NA,NA,NA,LC
44857,Anomalurus beecrofti,NA,NA,NA,LC
1550,Anomalurus derbianus,NA,NA,NA,LC
1551,Anomalurus pelii,NA,NA,NA,DD
1553,Anomalurus pusillus,NA,NA,NA,LC
1559,Anonymomys mindorensis,NA,NA,NA,DD
1564,Anotomys leander,NA,NA,NA,EN
88109476,Anoura cadenai,NA,NA,NA,DD
88108473,Anoura caudifer,NA,NA,NA,LC
1566,Anoura cultrata,NA,NA,NA,LC
136239,Anoura fistulata,NA,NA,NA,DD
88109511,Anoura geoffroyi,NA,NA,NA,LC
1568,Anoura latidens,NA,NA,NA,LC
1569,Anoura luismanueli,NA,NA,NA,LC
136802,Anourosorex assamensis,NA,NA,NA,LC
136589,Anourosorex schmidi,NA,NA,NA,DD
41450,Anourosorex squamipes,NA,NA,NA,LC
136257,Anourosorex yamashinai,NA,NA,NA,LC
1581,Antechinomys laniger,NA,NA,NA,LC
136555,Antechinus adustus,NA,NA,NA,LC
1590,Antechinus agilis,NA,NA,NA,LC
40523,Antechinus bellus,NA,NA,NA,VU
40524,Antechinus flavipes,NA,NA,NA,LC
1583,Antechinus godmani,NA,NA,NA,NT
1584,Antechinus leo,NA,NA,NA,LC
40525,Antechinus minimus,NA,NA,NA,LC
40526,Antechinus stuartii,NA,NA,NA,LC
136755,Antechinus subtropicus,NA,NA,NA,LC
41508,Antechinus swainsonii,NA,NA,NA,LC
1620,Anthops ornatus,NA,NA,NA,DD
1676,Antidorcas marsupialis,NA,NA,NA,LC
1677,Antilocapra americana,NA,NA,NA,LC
1681,Antilope cervicapra,NA,NA,NA,LC
1790,Antrozous pallidus,NA,NA,NA,LC
1793,Aonyx capensis,NA,NA,NA,NT
44166,Aonyx cinereus,NA,NA,NA,VU
1794,Aonyx congicus,NA,NA,NA,NT
41539,Aotus azarae,NA,NA,NA,LC
43930,Aotus azarae ssp. azarae,azarae,ssp.,NA,LC
43931,Aotus azarae ssp. boliviensis,boliviensis,ssp.,NA,LC
43932,Aotus azarae ssp. infulatus,infulatus,ssp.,NA,NT
39915,Aotus brumbacki,NA,NA,NA,VU
1807,Aotus griseimembra,NA,NA,NA,VU
136211,Aotus jorgehernandezi,NA,NA,NA,DD
1808,Aotus lemurinus,NA,NA,NA,VU
1802,Aotus miconax,NA,NA,NA,VU
41540,Aotus nancymaae,NA,NA,NA,VU
41542,Aotus nigriceps,NA,NA,NA,LC
41543,Aotus trivirgatus,NA,NA,NA,LC
41544,Aotus vociferans,NA,NA,NA,LC
39953,Aotus zonalis,NA,NA,NA,DD
1869,Aplodontia rufa,NA,NA,NA,LC
1888,Apodemus agrarius,NA,NA,NA,LC
1907,Apodemus alpicola,NA,NA,NA,LC
42642,Apodemus argenteus,NA,NA,NA,LC
45953906,Apodemus avicennicus,NA,NA,NA,DD
1890,Apodemus chevrieri,NA,NA,NA,LC
1891,Apodemus draco,NA,NA,NA,LC
136816,Apodemus epimelas,NA,NA,NA,LC
1892,Apodemus flavicollis,NA,NA,NA,LC
1894,Apodemus gurkha,NA,NA,NA,LC
1896,Apodemus hyrcanicus,NA,NA,NA,NT
1897,Apodemus latronum,NA,NA,NA,LC
1898,Apodemus mystacinus,NA,NA,NA,LC
1906,Apodemus pallipes,NA,NA,NA,LC
1899,Apodemus peninsulae,NA,NA,NA,LC
1900,Apodemus ponticus,NA,NA,NA,LC
1901,Apodemus rusiges,NA,NA,NA,LC
1902,Apodemus semotus,NA,NA,NA,LC
1903,Apodemus speciosus,NA,NA,NA,LC
1904,Apodemus sylvaticus,NA,NA,NA,LC
1905,Apodemus uralensis,NA,NA,NA,LC
135724,Apodemus witherbyi,NA,NA,NA,LC
42643,Apomys abrae,NA,NA,NA,LC
45953968,Apomys aurorae,NA,NA,NA,LC
45953973,Apomys banahao,NA,NA,NA,LC
45953976,Apomys brownorum,NA,NA,NA,DD
136362,Apomys camiguinensis,NA,NA,NA,VU
1910,Apomys datae,NA,NA,NA,LC
1917,Apomys gracilirostris,NA,NA,NA,LC
1911,Apomys hylocetes,NA,NA,NA,LC
1912,Apomys insignis,NA,NA,NA,LC
1913,Apomys littoralis,NA,NA,NA,DD
45953979,Apomys magnus,NA,NA,NA,LC
1914,Apomys microdon,NA,NA,NA,LC
45953991,Apomys minganensis,NA,NA,NA,LC
1915,Apomys musculus,NA,NA,NA,LC
1916,Apomys sacobianus,NA,NA,NA,LC
45954010,Apomys sierrae,NA,NA,NA,LC
45954013,Apomys zambalensis,NA,NA,NA,LC
1933,Aproteles bulmerae,NA,NA,NA,CR
9918,Arabitragus jayakari,NA,NA,NA,EN
2017,Arborimus albipes,NA,NA,NA,LC
42615,Arborimus longicaudus,NA,NA,NA,NT
2018,Arborimus pomo,NA,NA,NA,NT
2045,Archboldomys luzonensis,NA,NA,NA,VU
45954066,Archboldomys maximus,NA,NA,NA,DD
41690,Arctictis binturong,NA,NA,NA,VU
2053,Arctocebus aureus,NA,NA,NA,LC
2054,Arctocebus calabarensis,NA,NA,NA,LC
2055,Arctocephalus australis,NA,NA,NA,LC
72050476,Arctocephalus australis Peruvian/Northern Chilean subpopulation,NA,NA,Peruvian/Northern Chilean subpopulation,VU
2064,Arctocephalus australis ssp. australis,australis,ssp.,NA,LC
41664,Arctocephalus forsteri,NA,NA,NA,LC
2057,Arctocephalus galapagoensis,NA,NA,NA,EN
2058,Arctocephalus gazella,NA,NA,NA,LC
2059,Arctocephalus philippii,NA,NA,NA,LC
2060,Arctocephalus pusillus,NA,NA,NA,LC
2067,Arctocephalus pusillus ssp. doriferus,doriferus,ssp.,NA,LC
2066,Arctocephalus pusillus ssp. pusillus,pusillus,ssp.,NA,LC
2061,Arctocephalus townsendi,NA,NA,NA,LC
2062,Arctocephalus tropicalis,NA,NA,NA,LC
41691,Arctogalidia trivirgata,NA,NA,NA,LC
70206273,Arctonyx albogularis,NA,NA,NA,LC
70205537,Arctonyx collaris,NA,NA,NA,VU
70205771,Arctonyx hoevenii,NA,NA,NA,LC
2089,Ardops nichollsi,NA,NA,NA,LC
40031,Arielulus aureocollaris,NA,NA,NA,LC
41534,Arielulus circumdatus,NA,NA,NA,LC
40775,Arielulus cuprosus,NA,NA,NA,VU
40776,Arielulus societatis,NA,NA,NA,VU
40032,Arielulus torquatus,NA,NA,NA,LC
2110,Ariteus flavescens,NA,NA,NA,LC
2121,Artibeus amplus,NA,NA,NA,LC
2125,Artibeus concolor,NA,NA,NA,LC
2126,Artibeus fimbriatus,NA,NA,NA,LC
2127,Artibeus fraterculus,NA,NA,NA,LC
2131,Artibeus hirsutus,NA,NA,NA,LC
2132,Artibeus inopinatus,NA,NA,NA,DD
88109731,Artibeus jamaicensis,NA,NA,NA,LC
2136,Artibeus lituratus,NA,NA,NA,LC
2137,Artibeus obscurus,NA,NA,NA,LC
2139,Artibeus planirostris,NA,NA,NA,LC
88109897,Artibeus schwartzi,NA,NA,NA,DD
2144,Arvicanthis abyssinicus,NA,NA,NA,LC
44991,Arvicanthis ansorgei,NA,NA,NA,LC
2145,Arvicanthis blicki,NA,NA,NA,NT
2146,Arvicanthis nairobae,NA,NA,NA,LC
2148,Arvicanthis neumanni,NA,NA,NA,LC
2147,Arvicanthis niloticus,NA,NA,NA,LC
44992,Arvicanthis rufinus,NA,NA,NA,LC
2149,Arvicola amphibius,NA,NA,NA,LC
2150,Arvicola sapidus,NA,NA,NA,VU
136766,Arvicola scherman,NA,NA,NA,LC
80222726,Asellia arabica,NA,NA,NA,DD
80221456,Asellia italosomalica,NA,NA,NA,DD
2153,Asellia patrizii,NA,NA,NA,LC
80221529,Asellia tridens,NA,NA,NA,LC
2155,Aselliscus stoliczkanus,NA,NA,NA,LC
2156,Aselliscus tricuspidatus,NA,NA,NA,LC
40602,Atelerix albiventris,NA,NA,NA,LC
27926,Atelerix algirus,NA,NA,NA,LC
2274,Atelerix frontalis,NA,NA,NA,LC
2275,Atelerix sclateri,NA,NA,NA,LC
2276,Ateles belzebuth,NA,NA,NA,EN
41547,Ateles chamek,NA,NA,NA,EN
135446,Ateles fusciceps,NA,NA,NA,CR
39922,Ateles fusciceps ssp. fusciceps,fusciceps,ssp.,NA,CR
39921,Ateles fusciceps ssp. rufiventris,rufiventris,ssp.,NA,CR
2279,Ateles geoffroyi,NA,NA,NA,EN
2286,Ateles geoffroyi ssp. azuerensis,azuerensis,ssp.,NA,CR
2280,Ateles geoffroyi ssp. frontatus,frontatus,ssp.,NA,VU
43901,Ateles geoffroyi ssp. geoffroyi,geoffroyi,ssp.,NA,CR
2287,Ateles geoffroyi ssp. grisescens,grisescens,ssp.,NA,DD
2289,Ateles geoffroyi ssp. ornatus,ornatus,ssp.,NA,EN
39923,Ateles geoffroyi ssp. vellerosus,vellerosus,ssp.,NA,CR
2290,Ateles geoffroyi ssp. yucatanensis,yucatanensis,ssp.,NA,EN
39961,Ateles hybridus,NA,NA,NA,CR
39919,Ateles hybridus ssp. brunneus,brunneus,ssp.,NA,CR
39920,Ateles hybridus ssp. hybridus,hybridus,ssp.,NA,CR
2282,Ateles marginatus,NA,NA,NA,EN
2283,Ateles paniscus,NA,NA,NA,VU
6924,Atelocynus microtis,NA,NA,NA,NT
2353,Atherurus africanus,NA,NA,NA,LC
2354,Atherurus macrourus,NA,NA,NA,LC
41590,Atilax paludinosus,NA,NA,NA,LC
2358,Atlantoxerus getulus,NA,NA,NA,LC
20320,Atopogale cubana,NA,NA,NA,EN
2395,Auliscomys boliviensis,NA,NA,NA,LC
2397,Auliscomys pictus,NA,NA,NA,LC
2398,Auliscomys sublimis,NA,NA,NA,LC
21313,Austronomus australis,NA,NA,NA,LC
136201,Austronomus kuboriensis,NA,NA,NA,LC
136767,Avahi betsileo,NA,NA,NA,EN
136335,Avahi cleesei,NA,NA,NA,EN
2434,Avahi laniger,NA,NA,NA,VU
136369,Avahi meridionalis,NA,NA,NA,EN
16971566,Avahi mooreorum,NA,NA,NA,EN
2435,Avahi occidentalis,NA,NA,NA,EN
136285,Avahi peyrierasi,NA,NA,NA,VU
136434,Avahi ramanantsoavanai,NA,NA,NA,VU
41579,Avahi unicolor,NA,NA,NA,EN
41783,Axis axis,NA,NA,NA,LC
2446,Axis calamianensis,NA,NA,NA,EN
2447,Axis kuhlii,NA,NA,NA,CR
41784,Axis porcinus,NA,NA,NA,EN
2461,Babyrousa babyrussa,NA,NA,NA,VU
136446,Babyrousa celebensis,NA,NA,NA,VU
136472,Babyrousa togeanensis,NA,NA,NA,EN
19679,Baeodon alleni,NA,NA,NA,LC
19681,Baeodon gracilis,NA,NA,NA,LC
2465,Baiomys musculus,NA,NA,NA,LC
2466,Baiomys taylori,NA,NA,NA,LC
10311,Baiyankamys habbema,NA,NA,NA,DD
10314,Baiyankamys shawmayeri,NA,NA,NA,LC
2467,Balaena mysticetus,NA,NA,NA,LC
2468,Balaena mysticetus Bering-Chukchi-Beaufort Sea subpopulation,NA,NA,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd
2472,Balaena mysticetus East Greenland-Svalbard-Barents Sea subpopulation,NA,NA,East Greenland-Svalbard-Barents Sea subpopulation,EN
2469,Balaena mysticetus Okhotsk Sea subpopulation,NA,NA,Okhotsk Sea subpopulation,EN
2474,Balaenoptera acutorostrata,NA,NA,NA,LC
2480,Balaenoptera bonaerensis,NA,NA,NA,NT
2475,Balaenoptera borealis,NA,NA,NA,EN
2476,Balaenoptera edeni,NA,NA,NA,LC
117636167,Balaenoptera edeni Gulf of Mexico subpopulation,NA,NA,Gulf of Mexico subpopulation,CR
2477,Balaenoptera musculus,NA,NA,NA,EN
41713,Balaenoptera musculus ssp. intermedia,intermedia,ssp.,NA,CR
136623,Balaenoptera omurai,NA,NA,NA,DD
2478,Balaenoptera physalus,NA,NA,NA,VU
16208224,Balaenoptera physalus Mediterranean subpopulation,NA,NA,Mediterranean subpopulation,VU
2531,Balantiopteryx infusca,NA,NA,NA,VU
2532,Balantiopteryx io,NA,NA,NA,VU
2533,Balantiopteryx plicata,NA,NA,NA,LC
2538,Balionycteris maculata,NA,NA,NA,LC
2540,Bandicota bengalensis,NA,NA,NA,LC
2541,Bandicota indica,NA,NA,NA,LC
2542,Bandicota savilei,NA,NA,NA,LC
2553,Barbastella barbastellus,NA,NA,NA,NT
85181182,Barbastella leucomelas,NA,NA,NA,LC
48637566,Bassaricyon alleni,NA,NA,NA,LC
48637946,Bassaricyon gabbii,NA,NA,NA,LC
48637802,Bassaricyon medius,NA,NA,NA,LC
48637280,Bassaricyon neblina,NA,NA,NA,NT
41680,Bassariscus astutus,NA,NA,NA,LC
2613,Bassariscus sumichrasti,NA,NA,NA,LC
2619,Bathyergus janetta,NA,NA,NA,LC
2620,Bathyergus suillus,NA,NA,NA,LC
2642,Batomys dentatus,NA,NA,NA,DD
111876319,Batomys granti,NA,NA,NA,LC
45954108,Batomys hamiguitan,NA,NA,NA,DD
136394,Batomys russatus,NA,NA,NA,EN
2643,Batomys salomonseni,NA,NA,NA,LC
111876611,Batomys uragon,NA,NA,NA,LC
1789,Bauerus dubiaquercus,NA,NA,NA,NT
41591,Bdeogale crassicauda,NA,NA,NA,LC
2675,Bdeogale jacksoni,NA,NA,NA,NT
41592,Bdeogale nigripes,NA,NA,NA,LC
136686,Bdeogale omnivora,NA,NA,NA,VU
2676,Beamys hindei,NA,NA,NA,LC
6234,Beatragus hunteri,NA,NA,NA,CR
2756,Belomys pearsonii,NA,NA,NA,DD
2762,Berardius arnuxii,NA,NA,NA,DD
2763,Berardius bairdii,NA,NA,NA,DD
2767,Berylmys berdmorei,NA,NA,NA,LC
2768,Berylmys bowersi,NA,NA,NA,LC
2769,Berylmys mackenziei,NA,NA,NA,DD
2770,Berylmys manipulus,NA,NA,NA,DD
71510353,Bettongia anhydra,NA,NA,NA,EX
2783,Bettongia gaimardi,NA,NA,NA,NT
2784,Bettongia lesueur,NA,NA,NA,NT
2785,Bettongia penicillata,NA,NA,NA,CR
136805,Bettongia pusilla,NA,NA,NA,EX
2787,Bettongia tropica,NA,NA,NA,EN
2801,Bibimys chacoensis,NA,NA,NA,LC
2802,Bibimys labiosus,NA,NA,NA,LC
2803,Bibimys torresi,NA,NA,NA,VU
2815,Bison bison,NA,NA,NA,NT
2814,Bison bonasus,NA,NA,NA,VU
2816,Biswamoyopterus biswasi,NA,NA,NA,CR
88700294,Biswamoyopterus laoensis,NA,NA,NA,DD
2823,Blanfordimys afghanus,NA,NA,NA,LC
2824,Blanfordimys bucharensis,NA,NA,NA,LC
41451,Blarina brevicauda,NA,NA,NA,LC
41452,Blarina carolinensis,NA,NA,NA,LC
41453,Blarina hylophaga,NA,NA,NA,LC
136365,Blarinella griselda,NA,NA,NA,LC
40613,Blarinella quadraticauda,NA,NA,NA,NT
2825,Blarinella wardi,NA,NA,NA,LC
2827,Blarinomys breviceps,NA,NA,NA,LC
2828,Blastocerus dichotomus,NA,NA,NA,VU
2885,Boromys offella,NA,NA,NA,EX
2886,Boromys torrei,NA,NA,NA,EX
2893,Boselaphus tragocamelus,NA,NA,NA,LC
2891,Bos gaurus,NA,NA,NA,VU
2888,Bos javanicus,NA,NA,NA,EN
2892,Bos mutus,NA,NA,NA,VU
136721,Bos primigenius,NA,NA,NA,EX
2890,Bos sauveli,NA,NA,NA,CR
2957,Brachiones przewalskii,NA,NA,NA,LC
2963,Brachylagus idahoensis,NA,NA,NA,LC
2982,Brachyphylla cavernarum,NA,NA,NA,LC
2983,Brachyphylla nana,NA,NA,NA,LC
2991,Brachytarsomys albicauda,NA,NA,NA,LC
136399,Brachytarsomys villosa,NA,NA,NA,VU
2993,Brachyteles arachnoides,NA,NA,NA,EN
2994,Brachyteles hypoxanthus,NA,NA,NA,CR
2997,Brachyuromys betsileoensis,NA,NA,NA,LC
2998,Brachyuromys ramirohitra,NA,NA,NA,LC
61925,Bradypus pygmaeus,NA,NA,NA,CR
3036,Bradypus torquatus,NA,NA,NA,VU
3037,Bradypus tridactylus,NA,NA,NA,LC
3038,Bradypus variegatus,NA,NA,NA,LC
5042,Brassomys albidens,NA,NA,NA,DD
3121,Brotomys voratus,NA,NA,NA,EX
114980541,Brucepattersonius griserufescens,NA,NA,NA,DD
136402,Brucepattersonius guarani,NA,NA,NA,DD
136672,Brucepattersonius igniventris,NA,NA,NA,DD
15787,Brucepattersonius iheringi,NA,NA,NA,LC
136457,Brucepattersonius misionensis,NA,NA,NA,DD
136198,Brucepattersonius paradisus,NA,NA,NA,DD
136442,Brucepattersonius soricinus,NA,NA,NA,DD
3129,Bubalus arnee,NA,NA,NA,EN
3126,Bubalus depressicornis,NA,NA,NA,EN
3127,Bubalus mindorensis,NA,NA,NA,CR
3128,Bubalus quarlesi,NA,NA,NA,EN
3160,Budorcas taxicolor,NA,NA,NA,VU
3322,Bullimus bagobus,NA,NA,NA,LC
136264,Bullimus gamay,NA,NA,NA,VU
3323,Bullimus luzonicus,NA,NA,NA,LC
3326,Bunolagus monticularis,NA,NA,NA,CR
3327,Bunomys andrewsi,NA,NA,NA,LC
3328,Bunomys chrysocomus,NA,NA,NA,LC
3329,Bunomys coelestis,NA,NA,NA,EN
3330,Bunomys fratrorum,NA,NA,NA,VU
3332,Bunomys penitus,NA,NA,NA,NT
3333,Bunomys prolatus,NA,NA,NA,EN
3339,Burramys parvus,NA,NA,NA,CR
3412,Cabassous centralis,NA,NA,NA,DD
3413,Cabassous chacoensis,NA,NA,NA,NT
3414,Cabassous tatouay,NA,NA,NA,LC
3415,Cabassous unicinctus,NA,NA,NA,LC
3416,Cacajao calvus,NA,NA,NA,VU
