taxonid,scientific_name,subspecies,rank,subpopulation,category
18282,Proechimys goeldii,NA,NA,NA,LC
18284,Proechimys guairae,NA,NA,NA,LC
18277,Proechimys guyannensis,NA,NA,NA,LC
18287,Proechimys hoplomyoides,NA,NA,NA,DD
29464,Proechimys kulinae,NA,NA,NA,DD
18289,Proechimys longicaudatus,NA,NA,NA,LC
18291,Proechimys mincae,NA,NA,NA,DD
18293,Proechimys oconnelli,NA,NA,NA,DD
29465,Proechimys pattoni,NA,NA,NA,LC
18296,Proechimys quadruplicatus,NA,NA,NA,LC
18294,Proechimys roberti,NA,NA,NA,LC
18297,Proechimys semispinosus,NA,NA,NA,LC
18299,Proechimys simonsi,NA,NA,NA,LC
18300,Proechimys steerei,NA,NA,NA,LC
18301,Proechimys trinitatis,NA,NA,NA,DD
18305,Proedromys bedfordi,NA,NA,NA,VU
136459,Proedromys liangshanensis,NA,NA,NA,DD
18338,Prolagus sardus,NA,NA,NA,EX
9674,Prolemur simus,NA,NA,NA,CR
18339,Prometheomys schaposchnikowi,NA,NA,NA,LC
18340,Promops centralis,NA,NA,NA,LC
88087551,Promops davisoni,NA,NA,NA,DD
18341,Promops nasutus,NA,NA,NA,LC
41293,Pronolagus crassicaudatus,NA,NA,NA,LC
41294,Pronolagus randensis,NA,NA,NA,LC
41295,Pronolagus rupestris,NA,NA,NA,LC
136713,Pronolagus saundersiae,NA,NA,NA,LC
18360,Propithecus candidus,NA,NA,NA,CR
18355,Propithecus coquereli,NA,NA,NA,EN
18356,Propithecus coronatus,NA,NA,NA,EN
18357,Propithecus deckenii,NA,NA,NA,EN
18358,Propithecus diadema,NA,NA,NA,CR
18359,Propithecus edwardsi,NA,NA,NA,EN
18361,Propithecus perrieri,NA,NA,NA,CR
18352,Propithecus tattersalli,NA,NA,NA,CR
18354,Propithecus verreauxi,NA,NA,NA,EN
18362,Prosciurillus abstrusus,NA,NA,NA,DD
18363,Prosciurillus leucomus,NA,NA,NA,DD
18364,Prosciurillus murinus,NA,NA,NA,DD
136574,Prosciurillus rosenbergii,NA,NA,NA,LC
18365,Prosciurillus weberi,NA,NA,NA,DD
18372,Proteles cristata,NA,NA,NA,LC
13119,Protochromys fellowsi,NA,NA,NA,LC
18385,Protoxerus aubinnii,NA,NA,NA,DD
18386,Protoxerus stangeri,NA,NA,NA,LC
18418,Psammomys obesus,NA,NA,NA,LC
18419,Psammomys vexillaris,NA,NA,NA,DD
40636,Pseudantechinus bilarni,NA,NA,NA,LC
40537,Pseudantechinus macdonnellensis,NA,NA,NA,LC
18447,Pseudantechinus mimulus,NA,NA,NA,NT
40538,Pseudantechinus ningbing,NA,NA,NA,LC
136620,Pseudantechinus roryi,NA,NA,NA,LC
40539,Pseudantechinus woolleyae,NA,NA,NA,LC
46205597,Pseudoberylmys muongbangensis,NA,NA,NA,DD
18492,Pseudocheirus occidentalis,NA,NA,NA,CR
40581,Pseudocheirus peregrinus,NA,NA,NA,LC
18503,Pseudochirops albertisii,NA,NA,NA,NT
18502,Pseudochirops archeri,NA,NA,NA,LC
18504,Pseudochirops corinnae,NA,NA,NA,NT
40582,Pseudochirops coronatus,NA,NA,NA,VU
18505,Pseudochirops cupreus,NA,NA,NA,LC
40638,Pseudochirulus canescens,NA,NA,NA,LC
18507,Pseudochirulus caroli,NA,NA,NA,LC
18508,Pseudochirulus cinereus,NA,NA,NA,NT
40639,Pseudochirulus forbesi,NA,NA,NA,LC
18509,Pseudochirulus herbertensis,NA,NA,NA,LC
136699,Pseudochirulus larvatus,NA,NA,NA,LC
40640,Pseudochirulus mayeri,NA,NA,NA,LC
40641,Pseudochirulus schlegeli,NA,NA,NA,VU
45958680,Pseudohydromys berniceae,NA,NA,NA,LC
48020754,Pseudohydromys carlae,NA,NA,NA,DD
48019838,Pseudohydromys ellermani,NA,NA,NA,LC
14528,Pseudohydromys fuscus,NA,NA,NA,LC
136523,Pseudohydromys germani,NA,NA,NA,DD
48265359,Pseudohydromys murinus,NA,NA,NA,LC
42646,Pseudohydromys musseri,NA,NA,NA,DD
48266448,Pseudohydromys occidentalis,NA,NA,NA,DD
45958683,Pseudohydromys patriciae,NA,NA,NA,DD
48020705,Pseudohydromys pumehanae,NA,NA,NA,DD
45958686,Pseudohydromys sandrae,NA,NA,NA,DD
61513537,Pseudois nayaur,NA,NA,NA,LC
18535,Pseudois nayaur ssp. schaeferi,schaeferi,ssp.,NA,EN
18558,Pseudomys albocinereus,NA,NA,NA,LC
18559,Pseudomys apodemoides,NA,NA,NA,LC
75927882,Pseudomys auritus,NA,NA,NA,EX
75927871,Pseudomys australis,NA,NA,NA,VU
42647,Pseudomys bolami,NA,NA,NA,LC
136808,Pseudomys calabyi,NA,NA,NA,VU
42648,Pseudomys chapmani,NA,NA,NA,LC
18561,Pseudomys delicatulus,NA,NA,NA,LC
18562,Pseudomys desertor,NA,NA,NA,LC
18549,Pseudomys fieldi,NA,NA,NA,VU
18550,Pseudomys fumeus,NA,NA,NA,VU
18564,Pseudomys glaucus,NA,NA,NA,EX
18551,Pseudomys gouldii,NA,NA,NA,EX
18565,Pseudomys gracilicaudatus,NA,NA,NA,LC
18566,Pseudomys hermannsburgensis,NA,NA,NA,LC
18567,Pseudomys higginsi,NA,NA,NA,LC
18568,Pseudomys johnsoni,NA,NA,NA,LC
18570,Pseudomys nanus,NA,NA,NA,LC
18552,Pseudomys novaehollandiae,NA,NA,NA,VU
18553,Pseudomys occidentalis,NA,NA,NA,LC
18554,Pseudomys oralis,NA,NA,NA,VU
18571,Pseudomys patrius,NA,NA,NA,LC
18555,Pseudomys pilligaensis,NA,NA,NA,DD
18557,Pseudomys shortridgei,NA,NA,NA,NT
18596,Pseudorca crassidens,NA,NA,NA,NT
18597,Pseudoryx nghetinhensis,NA,NA,NA,CR
18598,Pseudoryzomys simplex,NA,NA,NA,LC
18653,Ptenochirus jagori,NA,NA,NA,LC
18654,Ptenochirus minor,NA,NA,NA,LC
18656,Pteralopex anceps,NA,NA,NA,EN
18657,Pteralopex atrata,NA,NA,NA,EN
136587,Pteralopex flanneryi,NA,NA,NA,CR
18658,Pteralopex pulchra,NA,NA,NA,CR
29473,Pteralopex taki,NA,NA,NA,VU
18703,Pteromyscus pulverulentus,NA,NA,NA,EN
18701,Pteromys momonga,NA,NA,NA,LC
18702,Pteromys volans,NA,NA,NA,LC
18705,Pteronotus davyi,NA,NA,NA,LC
18706,Pteronotus gymnonotus,NA,NA,NA,LC
18707,Pteronotus macleayii,NA,NA,NA,LC
88018392,Pteronotus mesoamericanus,NA,NA,NA,LC
136610,Pteronotus paraguanensis,NA,NA,NA,EN
88017638,Pteronotus parnellii,NA,NA,NA,LC
18709,Pteronotus personatus,NA,NA,NA,LC
18710,Pteronotus quadridens,NA,NA,NA,LC
88018592,Pteronotus rubiginosus,NA,NA,NA,LC
18711,Pteronura brasiliensis,NA,NA,NA,EN
18713,Pteropus admiralitatum,NA,NA,NA,LC
18714,Pteropus aldabrensis,NA,NA,NA,VU
18715,Pteropus alecto,NA,NA,NA,LC
18716,Pteropus anetianus,NA,NA,NA,VU
136504,Pteropus aruensis,NA,NA,NA,CR
18718,Pteropus brunneus,NA,NA,NA,EX
18719,Pteropus caniceps,NA,NA,NA,VU
136373,Pteropus capistratus,NA,NA,NA,NT
99688187,Pteropus chrysoproctus,NA,NA,NA,VU
136397,Pteropus cognatus,NA,NA,NA,VU
18721,Pteropus conspicillatus,NA,NA,NA,LC
18722,Pteropus dasymallus,NA,NA,NA,VU
18723,Pteropus faunulus,NA,NA,NA,VU
18724,Pteropus fundatus,NA,NA,NA,EN
18725,Pteropus giganteus,NA,NA,NA,LC
18726,Pteropus gilliardorum,NA,NA,NA,DD
18727,Pteropus griseus,NA,NA,NA,DD
18728,Pteropus howensis,NA,NA,NA,DD
18729,Pteropus hypomelanus,NA,NA,NA,LC
136841,Pteropus intermedius,NA,NA,NA,DD
136528,Pteropus keyensis,NA,NA,NA,DD
18731,Pteropus leucopterus,NA,NA,NA,LC
18732,Pteropus livingstonii,NA,NA,NA,CR
18733,Pteropus lombocensis,NA,NA,NA,DD
18773,Pteropus loochoensis,NA,NA,NA,DD
18734,Pteropus lylei,NA,NA,NA,VU
18735,Pteropus macrotis,NA,NA,NA,LC
18736,Pteropus mahaganus,NA,NA,NA,LC
18737,Pteropus mariannus,NA,NA,NA,EN
18739,Pteropus melanopogon,NA,NA,NA,EN
18740,Pteropus melanotus,NA,NA,NA,VU
18741,Pteropus molossinus,NA,NA,NA,VU
18742,Pteropus neohibernicus,NA,NA,NA,LC
18743,Pteropus niger,NA,NA,NA,EN
18744,Pteropus nitendiensis,NA,NA,NA,EN
18745,Pteropus ocularis,NA,NA,NA,VU
18746,Pteropus ornatus,NA,NA,NA,VU
136387,Pteropus pelewensis ssp. pelewensis,pelewensis,ssp.,NA,NT
136246,Pteropus pelewensis ssp. yapensis,yapensis,ssp.,NA,VU
18747,Pteropus personatus,NA,NA,NA,LC
18749,Pteropus pilosus,NA,NA,NA,EX
18750,Pteropus pohlei,NA,NA,NA,VU
18751,Pteropus poliocephalus,NA,NA,NA,VU
18752,Pteropus pselaphon,NA,NA,NA,EN
18753,Pteropus pumilus,NA,NA,NA,NT
18754,Pteropus rayneri,NA,NA,NA,NT
136685,Pteropus rennelli,NA,NA,NA,EN
18755,Pteropus rodricensis,NA,NA,NA,EN
18756,Pteropus rufus,NA,NA,NA,VU
18757,Pteropus samoensis,NA,NA,NA,NT
18758,Pteropus scapulatus,NA,NA,NA,LC
18759,Pteropus seychellensis,NA,NA,NA,LC
18760,Pteropus speciosus,NA,NA,NA,DD
18761,Pteropus subniger,NA,NA,NA,EX
18762,Pteropus temminckii,NA,NA,NA,VU
18763,Pteropus tokudae,NA,NA,NA,EX
18764,Pteropus tonganus,NA,NA,NA,LC
18765,Pteropus tuberculatus,NA,NA,NA,CR
136531,Pteropus ualanus,NA,NA,NA,VU
18766,Pteropus vampyrus,NA,NA,NA,NT
18767,Pteropus vetulus,NA,NA,NA,VU
18768,Pteropus voeltzkowi,NA,NA,NA,VU
18769,Pteropus woodfordi,NA,NA,NA,LC
41491,Ptilocercus lowii,NA,NA,NA,LC
18847,Pudu mephistophiles,NA,NA,NA,VU
18848,Pudu puda,NA,NA,NA,NT
18868,Puma concolor,NA,NA,NA,LC
136287,Punomys kofordi,NA,NA,NA,VU
18880,Punomys lemminus,NA,NA,NA,VU
41669,Pusa caspica,NA,NA,NA,EN
41672,Pusa hispida,NA,NA,NA,LC
41673,Pusa hispida ssp. botnica,botnica,ssp.,NA,LC
61382318,Pusa hispida ssp. hispida,hispida,ssp.,NA,LC
41674,Pusa hispida ssp. ladogensis,ladogensis,ssp.,NA,VU
41677,Pusa hispida ssp. ochotensis,ochotensis,ssp.,NA,LC
41675,Pusa hispida ssp. saimensis,saimensis,ssp.,NA,EN
41676,Pusa sibirica,NA,NA,NA,LC
39827,Pygathrix cinerea,NA,NA,NA,CR
39826,Pygathrix nemaeus,NA,NA,NA,EN
39828,Pygathrix nigripes,NA,NA,NA,EN
18942,Pygeretmus platyurus,NA,NA,NA,LC
18943,Pygeretmus pumilio,NA,NA,NA,LC
18944,Pygeretmus zhitkovi,NA,NA,NA,NT
18945,Pygoderma bilabiatum,NA,NA,NA,LC
29742,Rangifer tarandus,NA,NA,NA,VU
19308,Raphicerus campestris,NA,NA,NA,LC
19306,Raphicerus melanotis,NA,NA,NA,LC
19307,Raphicerus sharpei,NA,NA,NA,LC
19320,Rattus adustus,NA,NA,NA,DD
19361,Rattus andamanensis,NA,NA,NA,LC
19321,Rattus annandalei,NA,NA,NA,LC
136526,Rattus arfakiensis,NA,NA,NA,DD
19322,Rattus argentiventer,NA,NA,NA,LC
136730,Rattus arrogans,NA,NA,NA,LC
19323,Rattus baluensis,NA,NA,NA,LC
136580,Rattus blangorum,NA,NA,NA,DD
19324,Rattus bontanus,NA,NA,NA,DD
19325,Rattus burrus,NA,NA,NA,EN
19326,Rattus colletti,NA,NA,NA,LC
19327,Rattus elaphinus,NA,NA,NA,NT
19328,Rattus enganus,NA,NA,NA,DD
19329,Rattus everetti,NA,NA,NA,LC
19330,Rattus exulans,NA,NA,NA,LC
19331,Rattus feliceus,NA,NA,NA,NT
19333,Rattus fuscipes,NA,NA,NA,LC
19318,Rattus giluwensis,NA,NA,NA,LC
19334,Rattus hainaldi,NA,NA,NA,EN
19335,Rattus hoffmanni,NA,NA,NA,LC
19336,Rattus hoogerwerfi,NA,NA,NA,VU
19337,Rattus jobiensis,NA,NA,NA,LC
19338,Rattus koopmani,NA,NA,NA,DD
19339,Rattus korinchi,NA,NA,NA,DD
19340,Rattus leucopus,NA,NA,NA,LC
19341,Rattus losea,NA,NA,NA,LC
19342,Rattus lugens,NA,NA,NA,VU
19343,Rattus lutreolus,NA,NA,NA,LC
19344,Rattus macleari,NA,NA,NA,EX
19345,Rattus marmosurus,NA,NA,NA,LC
19346,Rattus mindorensis,NA,NA,NA,LC
19347,Rattus mollicomulus,NA,NA,NA,VU
19348,Rattus montanus,NA,NA,NA,EN
19349,Rattus mordax,NA,NA,NA,LC
19350,Rattus morotaiensis,NA,NA,NA,LC
19351,Rattus nativitatis,NA,NA,NA,EX
45958849,Rattus nikenii,NA,NA,NA,VU
20758,Rattus niobe,NA,NA,NA,LC
19352,Rattus nitidus,NA,NA,NA,LC
19353,Rattus norvegicus,NA,NA,NA,LC
19354,Rattus novaeguineae,NA,NA,NA,LC
136785,Rattus omichlodes,NA,NA,NA,DD
19355,Rattus osgoodi,NA,NA,NA,LC
19356,Rattus palmarum,NA,NA,NA,VU
19357,Rattus pelurus,NA,NA,NA,DD
136632,Rattus pococki,NA,NA,NA,LC
19358,Rattus praetor,NA,NA,NA,LC
19370,Rattus pyctoris,NA,NA,NA,LC
19359,Rattus ranjiniae,NA,NA,NA,EN
19360,Rattus rattus,NA,NA,NA,LC
20759,Rattus richardsoni,NA,NA,NA,VU
136700,Rattus salocco,NA,NA,NA,DD
136517,Rattus satarae,NA,NA,NA,VU
19362,Rattus simalurensis,NA,NA,NA,EN
19363,Rattus sordidus,NA,NA,NA,LC
19364,Rattus steini,NA,NA,NA,LC
19365,Rattus stoicus,NA,NA,NA,VU
19366,Rattus tanezumi,NA,NA,NA,LC
19319,Rattus tawitawiensis,NA,NA,NA,DD
19367,Rattus timorensis,NA,NA,NA,DD
19368,Rattus tiomanicus,NA,NA,NA,LC
19369,Rattus tunneyi,NA,NA,NA,LC
20760,Rattus vandeuseni,NA,NA,NA,EN
20761,Rattus verecundus,NA,NA,NA,LC
19371,Rattus villosissimus,NA,NA,NA,LC
19372,Rattus xanthurus,NA,NA,NA,NT
19376,Ratufa affinis,NA,NA,NA,NT
19377,Ratufa bicolor,NA,NA,NA,NT
19378,Ratufa indica,NA,NA,NA,LC
19381,Ratufa macroura,NA,NA,NA,NT
19390,Redunca arundinum,NA,NA,NA,LC
19391,Redunca fulvorufula,NA,NA,NA,EN
19389,Redunca fulvorufula ssp. adamauae,adamauae,ssp.,NA,EN
19393,Redunca fulvorufula ssp. chanleri,chanleri,ssp.,NA,VU
19394,Redunca fulvorufula ssp. fulvorufula,fulvorufula,ssp.,NA,LC
19392,Redunca redunca,NA,NA,NA,LC
19399,Reithrodon auritus,NA,NA,NA,LC
136821,Reithrodontomys bakeri,NA,NA,NA,EN
19402,Reithrodontomys brevirostris,NA,NA,NA,LC
19403,Reithrodontomys burti,NA,NA,NA,DD
19404,Reithrodontomys chrysopsis,NA,NA,NA,LC
19405,Reithrodontomys creper,NA,NA,NA,LC
19406,Reithrodontomys darienensis,NA,NA,NA,LC
19407,Reithrodontomys fulvescens,NA,NA,NA,LC
19408,Reithrodontomys gracilis,NA,NA,NA,LC
19409,Reithrodontomys hirsutus,NA,NA,NA,VU
42678,Reithrodontomys humulis,NA,NA,NA,LC
19410,Reithrodontomys megalotis,NA,NA,NA,LC
19411,Reithrodontomys mexicanus,NA,NA,NA,LC
19412,Reithrodontomys microdon,NA,NA,NA,LC
19413,Reithrodontomys montanus,NA,NA,NA,LC
19414,Reithrodontomys paradoxus,NA,NA,NA,DD
19401,Reithrodontomys raviventris,NA,NA,NA,EN
19415,Reithrodontomys rodriguezi,NA,NA,NA,LC
19416,Reithrodontomys spectabilis,NA,NA,NA,CR
19417,Reithrodontomys sumichrasti,NA,NA,NA,LC
19418,Reithrodontomys tenuirostris,NA,NA,NA,VU
19419,Reithrodontomys zacatecae,NA,NA,NA,LC
136583,Reithrodon typicus,NA,NA,NA,LC
19436,Rhabdomys pumilio,NA,NA,NA,LC
136521,Rhagomys longilingua,NA,NA,NA,LC
19454,Rhagomys rufescens,NA,NA,NA,NT
19474,Rheithrosciurus macrotis,NA,NA,NA,VU
19484,Rheomys mexicanus,NA,NA,NA,EN
19485,Rheomys raptor,NA,NA,NA,LC
19486,Rheomys thomasi,NA,NA,NA,NT
19487,Rheomys underwoodi,NA,NA,NA,LC
19495,Rhinoceros sondaicus,NA,NA,NA,CR
19496,Rhinoceros unicornis,NA,NA,NA,VU
19520,Rhinolophus acuminatus,NA,NA,NA,LC
19521,Rhinolophus adami,NA,NA,NA,DD
19522,Rhinolophus affinis,NA,NA,NA,LC
19523,Rhinolophus alcyone,NA,NA,NA,LC
19525,Rhinolophus arcuatus,NA,NA,NA,LC
40023,Rhinolophus beddomei,NA,NA,NA,LC
84372084,Rhinolophus belligerator,NA,NA,NA,EN
19515,Rhinolophus blasii,NA,NA,NA,LC
19526,Rhinolophus bocharicus,NA,NA,NA,LC
19527,Rhinolophus borneensis,NA,NA,NA,LC
19528,Rhinolophus canuti,NA,NA,NA,VU
19529,Rhinolophus capensis,NA,NA,NA,LC
19530,Rhinolophus celebensis,NA,NA,NA,LC
19531,Rhinolophus clivosus,NA,NA,NA,LC
19532,Rhinolophus coelophyllus,NA,NA,NA,LC
19533,Rhinolophus cognatus,NA,NA,NA,EN
64587154,Rhinolophus cohenae,NA,NA,NA,VU
40037,Rhinolophus convexus,NA,NA,NA,DD
19535,Rhinolophus creaghi,NA,NA,NA,LC
67369846,Rhinolophus damarensis,NA,NA,NA,LC
67369483,Rhinolophus darlingi,NA,NA,NA,LC
19537,Rhinolophus deckenii,NA,NA,NA,NT
19538,Rhinolophus denti,NA,NA,NA,LC
19539,Rhinolophus eloquens,NA,NA,NA,LC
19516,Rhinolophus euryale,NA,NA,NA,NT
84372418,Rhinolophus euryotis,NA,NA,NA,LC
19517,Rhinolophus ferrumequinum,NA,NA,NA,LC
136644,Rhinolophus formosae,NA,NA,NA,NT
19541,Rhinolophus fumigatus,NA,NA,NA,LC
19542,Rhinolophus guineensis,NA,NA,NA,VU
64586080,Rhinolophus hildebrandtii,NA,NA,NA,LC
44781,Rhinolophus hilli,NA,NA,NA,CR
44782,Rhinolophus hillorum,NA,NA,NA,NT
19518,Rhinolophus hipposideros,NA,NA,NA,LC
84376286,Rhinolophus indorouxii,NA,NA,NA,DD
19545,Rhinolophus inops,NA,NA,NA,LC
19577,Rhinolophus keyensis,NA,NA,NA,DD
19546,Rhinolophus landeri,NA,NA,NA,LC
19547,Rhinolophus lepidus,NA,NA,NA,LC
19548,Rhinolophus luctus,NA,NA,NA,LC
19549,Rhinolophus maclaudi,NA,NA,NA,EN
19550,Rhinolophus macrotis,NA,NA,NA,LC
136410,Rhinolophus madurensis,NA,NA,NA,VU
44783,Rhinolophus maendeleo,NA,NA,NA,DD
19551,Rhinolophus malayanus,NA,NA,NA,LC
19552,Rhinolophus marshalli,NA,NA,NA,LC
84372245,Rhinolophus mcintyrei,NA,NA,NA,DD
19553,Rhinolophus megaphyllus,NA,NA,NA,LC
19519,Rhinolophus mehelyi,NA,NA,NA,VU
84384558,Rhinolophus microglobosus,NA,NA,NA,LC
19554,Rhinolophus mitratus,NA,NA,NA,DD
136248,Rhinolophus montanus,NA,NA,NA,EN
64589126,Rhinolophus mossambicus,NA,NA,NA,LC
19556,Rhinolophus nereis,NA,NA,NA,DD
19557,Rhinolophus osgoodi,NA,NA,NA,DD
19558,Rhinolophus paradoxolophus,NA,NA,NA,LC
19559,Rhinolophus pearsonii,NA,NA,NA,LC
19560,Rhinolophus philippinensis,NA,NA,NA,LC
84372306,Rhinolophus proconsulis,NA,NA,NA,EN
19561,Rhinolophus pusillus,NA,NA,NA,LC
19562,Rhinolophus rex,NA,NA,NA,LC
136496,Rhinolophus robinsoni,NA,NA,NA,NT
19563,Rhinolophus rouxii,NA,NA,NA,LC
19564,Rhinolophus rufus,NA,NA,NA,NT
44784,Rhinolophus ruwenzorii,NA,NA,NA,VU
44785,Rhinolophus sakejiensis,NA,NA,NA,DD
19565,Rhinolophus sedulus,NA,NA,NA,NT
19566,Rhinolophus shameli,NA,NA,NA,LC
136631,Rhinolophus shortridgei,NA,NA,NA,LC
136651,Rhinolophus siamensis,NA,NA,NA,LC
19567,Rhinolophus silvestris,NA,NA,NA,DD
19568,Rhinolophus simulator,NA,NA,NA,LC
41529,Rhinolophus sinicus,NA,NA,NA,LC
64588371,Rhinolophus smithersi,NA,NA,NA,NT
19569,Rhinolophus stheno,NA,NA,NA,LC
19570,Rhinolophus subbadius,NA,NA,NA,LC
19571,Rhinolophus subrufus,NA,NA,NA,DD
19572,Rhinolophus swinnyi,NA,NA,NA,LC
84372447,Rhinolophus tatar,NA,NA,NA,LC
19573,Rhinolophus thomasi,NA,NA,NA,LC
19574,Rhinolophus trifoliatus,NA,NA,NA,LC
19575,Rhinolophus virgo,NA,NA,NA,LC
82348701,Rhinolophus xinanzhongguoensis,NA,NA,NA,NT
19576,Rhinolophus yunanensis,NA,NA,NA,LC
44786,Rhinolophus ziama,NA,NA,NA,EN
19589,Rhinonicteris aurantia,NA,NA,NA,LC
19591,Rhinophylla alethina,NA,NA,NA,NT
19592,Rhinophylla fischerae,NA,NA,NA,LC
19593,Rhinophylla pumilio,NA,NA,NA,LC
19594,Rhinopithecus avunculus,NA,NA,NA,CR
19597,Rhinopithecus bieti,NA,NA,NA,EN
19595,Rhinopithecus brelichi,NA,NA,NA,EN
19596,Rhinopithecus roxellana,NA,NA,NA,EN
39830,Rhinopithecus roxellana ssp. hubeiensis,hubeiensis,ssp.,NA,EN
39831,Rhinopithecus roxellana ssp. qinlingensis,qinlingensis,ssp.,NA,EN
39829,Rhinopithecus roxellana ssp. roxellana,roxellana,ssp.,NA,EN
13508501,Rhinopithecus strykeri,NA,NA,NA,CR
82345555,Rhinopoma cystops,NA,NA,NA,LC
82345696,Rhinopoma hadramauticum,NA,NA,NA,EN
82345477,Rhinopoma hardwickii,NA,NA,NA,LC
19601,Rhinopoma macinnesi,NA,NA,NA,DD
19600,Rhinopoma microphyllum,NA,NA,NA,LC
19602,Rhinopoma muscatellum,NA,NA,NA,LC
42460,Rhinosciurus laticaudatus,NA,NA,NA,NT
19605,Rhipidomys austrinus,NA,NA,NA,LC
136357,Rhipidomys cariri,NA,NA,NA,DD
19606,Rhipidomys caucensis,NA,NA,NA,DD
19607,Rhipidomys couesi,NA,NA,NA,LC
136195,Rhipidomys emiliae,NA,NA,NA,LC
19608,Rhipidomys fulviventer,NA,NA,NA,LC
136759,Rhipidomys gardneri,NA,NA,NA,LC
47778330,Rhipidomys ipukensis,NA,NA,NA,DD
48297964,Rhipidomys itoan,NA,NA,NA,LC
19609,Rhipidomys latimanus,NA,NA,NA,LC
19610,Rhipidomys leucodactylus,NA,NA,NA,LC
19611,Rhipidomys macconnelli,NA,NA,NA,LC
136422,Rhipidomys macrurus,NA,NA,NA,LC
19612,Rhipidomys mastacalis,NA,NA,NA,LC
136210,Rhipidomys modicus,NA,NA,NA,LC
47778059,Rhipidomys nitela,NA,NA,NA,LC
19614,Rhipidomys ochrogaster,NA,NA,NA,DD
48297988,Rhipidomys tribei,NA,NA,NA,DD
19616,Rhipidomys venezuelae,NA,NA,NA,LC
19617,Rhipidomys venustus,NA,NA,NA,LC
19618,Rhipidomys wetzeli,NA,NA,NA,LC
19645,Rhizomys pruinosus,NA,NA,NA,LC
19646,Rhizomys sinensis,NA,NA,NA,LC
19647,Rhizomys sumatrensis,NA,NA,NA,LC
136810,Rhogeessa aeneus,NA,NA,NA,LC
88151726,Rhogeessa bickhami,NA,NA,NA,LC
19680,Rhogeessa genowaysi,NA,NA,NA,EN
136220,Rhogeessa hussoni,NA,NA,NA,DD
88151760,Rhogeessa io,NA,NA,NA,LC
88151749,Rhogeessa menchuae,NA,NA,NA,DD
19682,Rhogeessa minutilla,NA,NA,NA,VU
19683,Rhogeessa mira,NA,NA,NA,VU
19684,Rhogeessa parvula,NA,NA,NA,LC
19685,Rhogeessa tumida,NA,NA,NA,LC
88151777,Rhogeessa velilla,NA,NA,NA,DD
19686,Rhombomys opimus,NA,NA,NA,LC
19705,Rhynchocyon chrysopygus,NA,NA,NA,EN
19709,Rhynchocyon cirnei,NA,NA,NA,LC
19708,Rhynchocyon petersi,NA,NA,NA,LC
136309,Rhynchocyon udzungwensis,NA,NA,NA,VU
41623,Rhynchogale melleri,NA,NA,NA,LC
19710,Rhyncholestes raphanurus,NA,NA,NA,NT
19711,Rhynchomeles prattorum,NA,NA,NA,EN
136724,Rhynchomys banahao,NA,NA,NA,LC
19712,Rhynchomys isarogensis,NA,NA,NA,VU
19713,Rhynchomys soricoides,NA,NA,NA,NT
136489,Rhynchomys tapulao,NA,NA,NA,DD
19714,Rhynchonycteris naso,NA,NA,NA,LC
19742,Romerolagus diazi,NA,NA,NA,EN
29730,Rousettus aegyptiacus,NA,NA,NA,LC
19754,Rousettus amplexicaudatus,NA,NA,NA,LC
19749,Rousettus bidens,NA,NA,NA,VU
19755,Rousettus celebensis,NA,NA,NA,LC
19758,Rousettus lanosus,NA,NA,NA,LC
19756,Rousettus leschenaultii,NA,NA,NA,LC
136593,Rousettus linduensis,NA,NA,NA,DD
19750,Rousettus madagascariensis,NA,NA,NA,NT
19757,Rousettus obliviosus,NA,NA,NA,VU
19751,Rousettus spinalatus,NA,NA,NA,VU
19762,Rubrisciurus rubriventer,NA,NA,NA,VU
4257,Rucervus duvaucelii,NA,NA,NA,VU
4265,Rucervus eldii,NA,NA,NA,EN
4288,Rucervus schomburgki,NA,NA,NA,EX
136791,Rungwecebus kipunji,NA,NA,NA,CR
19771,Rupicapra pyrenaica,NA,NA,NA,LC
39255,Rupicapra rupicapra,NA,NA,NA,LC
4273,Rusa alfredi,NA,NA,NA,EN
4274,Rusa marianna,NA,NA,NA,VU
41789,Rusa timorensis,NA,NA,NA,VU
41790,Rusa unicolor,NA,NA,NA,VU
19790,Ruwenzorisorex suncoides,NA,NA,NA,VU
19799,Saccolaimus flaviventris,NA,NA,NA,LC
19800,Saccolaimus mixtus,NA,NA,NA,NT
19801,Saccolaimus peli,NA,NA,NA,LC
19802,Saccolaimus saccolaimus,NA,NA,NA,LC
136420,Saccopteryx antioquensis,NA,NA,NA,EN
19804,Saccopteryx bilineata,NA,NA,NA,LC
19805,Saccopteryx canescens,NA,NA,NA,LC
19806,Saccopteryx gymnura,NA,NA,NA,DD
19807,Saccopteryx leptura,NA,NA,NA,LC
19808,Saccostomus campestris,NA,NA,NA,LC
19809,Saccostomus mearnsi,NA,NA,NA,LC
40644,Saguinus bicolor,NA,NA,NA,EN
39947,Saguinus fuscicollis,NA,NA,NA,LC
43949,Saguinus fuscicollis ssp. avilapiresi,avilapiresi,ssp.,NA,LC
19829,Saguinus fuscicollis ssp. cruzlimai,cruzlimai,ssp.,NA,LC
43948,Saguinus fuscicollis ssp. fuscicollis,fuscicollis,ssp.,NA,LC
42693,Saguinus fuscicollis ssp. fuscus,fuscus,ssp.,NA,LC
43952,Saguinus fuscicollis ssp. illigeri,illigeri,ssp.,NA,LC
43950,Saguinus fuscicollis ssp. lagonotus,lagonotus,ssp.,NA,LC
